id,x1,x2,x3,rawCount1,rawCount2,rawCount3,rawCount4,rawCount5,rawCount6,rawCount7,rawCount8,rawCount9,rawCount10,rawCount11,rawCount12,rawCount13,rawCount14,rawCount15,rawCount16,rawCount17,rawCount18,rawCount19,rawCount20,rawCount21,rawCount22,rawCount23,rawCount24,rawCount25,rawCount26,rawCount27,rawCount28,rawCount29,rawCount30,rawCount31,rawCount32,rawCount33,rawCount34,rawCount35,rawCount36,rawCount37,rawCount38,rawCount39,rawCount40,rawCount41,rawCount42,rawCount43,rawCount44,rawCount45,rawCount46,rawCount47,rawCount48,rawCount49,rawCount50,rawCount51,rawCount52,rawCount53,rawCount54,rawCount55,rawCount56,rawCount57,rawCount58,rawCount59,rawCount60,rawCount61,rawCount62,rawCount63,rawCount64,rawCount65,rawCount66,rawCount67,rawCount68,rawCount69,rawCount70,rawCount71,rawCount72,rawCount73,rawCount74,rawCount75,rawCount76,rawCount77,rawCount78,rawCount79,rawCount80,rawCount81,rawCount82,rawCount83,rawCount84,rawCount85,rawCount86,rawCount87,rawCount88,rawCount89,rawCount90,rawCount91,rawCount92,rawCount93,rawCount94,rawCount95,rawCount96,rawCount97,rawCount98,rawCount99,rawCount100,rawCount101,rawCount102,rawCount103,rawCount104,rawCount105,rawCount106,rawCount107,rawCount108,rawCount109,rawCount110,rawCount111,rawCount112,rawCount113,rawCount114,rawCount115,rawCount116,rawCount117,rawCount118,rawCount119,rawCount120,rawCount121,rawCount122,rawCount123,rawCount124,rawCount125,rawCount126,rawCount127,rawCount128,rawCount129,rawCount130,rawCount131,rawCount132,rawCount133,rawCount134,rawCount135,rawCount136,rawCount137,rawCount138,rawCount139,rawCount140,rawCount141,rawCount142,rawCount143,rawCount144,rawCount145,rawCount146,rawCount147,rawCount148,rawCount149,rawCount150,rawCount151,rawCount152,rawCount153,rawCount154,rawCount155,rawCount156,rawCount157,rawCount158,rawCount159,rawCount160,rawCount161,rawCount162,rawCount163,rawCount164,rawCount165,rawCount166,rawCount167,rawCount168,rawCount169,rawCount170,rawCount171,rawCount172,rawCount173,rawCount174,rawCount175,rawCount176,rawCount177,rawCount178,rawCount179,rawCount180,rawCount181,rawCount182,rawCount183,rawCount184,rawCount185,rawCount186,rawCount187,rawCount188,rawCount189,rawCount190,rawCount191,rawCount192,rawCount193,rawCount194,rawCount195,rawCount196,rawCount197,rawCount198,rawCount199,rawCount200,rawCount201,rawCount202,rawCount203,rawCount204,rawCount205,rawCount206,rawCount207,rawCount208,rawCount209,rawCount210,rawCount211,rawCount212,rawCount213,rawCount214,rawCount215,rawCount216,rawCount217,rawCount218
11,0.288045009,1,0.557615848,312,40,104,3078,20,43,135,0,71,84,0,1375,77,56,14,0,322,0,0,32,133,0,25,0,0,0,50,0,899,0,15,11,59,0,96,41,345,31,79,0,53,0,10,7,0,11,102,11,82,0,52,178,0,2142,0,8,0,2,73,0,5,0,0,31,62,9,56,0,36,0,7,0,0,0,6,29,0,0,0,6,12,18,65,0,0,0,119,0,0,28,373,52,0,17,0,54,9,0,0,19,1,0,35,0,0,13,0,64,0,25,0,10,307,0,0,0,173,13,0,0,0,6412,19,0,0,0,23,0,0,82,0,2,5,0,0,752,12,0,0,0,18,0,3,285,0,0,0,140,0,0,6,137,3,192,0,10,178,0,0,4,0,0,23,12,0,0,110,0,0,0,40,0,14,49,0,152,1186,1024,251,0,0,0,6,0,89,4,2,38,0,254,0,27,0,120,0,5,0,78,10,11,48,302,10,0,0,0,0,0,0,203,0,0,6,0,16,6,0,0
12,0.525500696,0,-2.459866444,8,0,0,13,2,475,0,0,7,0,0,51,0,2,0,0,0,0,0,8,10,0,28,1,0,7,104,165,9,0,4,2,0,1,0,3,5,0,0,2,49,0,0,0,0,0,4,0,0,0,11,23,0,88,1,1,169,2,0,19,18,0,0,0,34,0,167,0,0,4,0,10,103,0,7,0,2,57,0,0,2,8,5,0,34,2,0,35,4,0,117,120,247,11,0,22,0,0,0,17,7,30,0,6,33,4,0,1,0,0,0,6,0,4,0,11,0,0,0,0,0,2,11,0,3,5,0,0,0,0,0,0,6,0,15,272,0,0,0,7,1,0,0,30,317,4,0,4,0,2,10,0,0,0,8,0,0,8,12,0,9,0,23,0,0,72,4,1,5,3,0,25,0,8,15,117,0,40,0,0,0,0,3,13,1,7,2,0,14,5,0,0,0,61,0,28,0,0,0,0,15,42,57,0,15,0,1,16,45,0,0,7,0,619,0,8,0,10
13,0.637265303,0,-1.579450141,0,50,0,297,0,3,12,17,0,0,1,8,0,0,0,2,26,0,3,0,11,0,0,0,0,0,99,19,0,3,0,0,51,0,0,2,4,5,9,0,0,1,0,0,0,16,120,0,0,0,2,18,0,0,14,4,0,18,0,28,0,0,2,0,6,1,0,0,0,0,0,9,0,0,1,43,0,38,76,0,0,1,0,0,0,3,2,0,0,15,0,56,0,6,11,10,0,32,0,0,0,0,1,5,28,0,0,2,0,0,0,0,0,1,5,3,0,0,31,122,0,31,0,0,4,0,1,4,1,1,6,4,5,1,12,30,0,0,0,5,2,2,0,0,0,4,0,0,0,3,12,0,4,0,7,60,4,1,14,0,0,6,7,3,21,0,37,6,0,0,7,25,0,15,18,0,83,7,1,31,23,0,0,51,1,0,2,32,9,1,8,9,2,0,6,0,181,2,0,0,5,0,0,0,17,5,1,29,0,224,7,0,0,226,50,2,1,21
14,0.871237122,0,0.395356839,10,2,1,0,16,17,0,142,0,0,26,101,0,21,0,1,0,0,20,0,0,66,57,18,0,3,174,61,1,0,0,3,118,40,7,0,0,0,4,9,0,0,0,49,2,0,0,0,1,0,0,0,0,0,0,0,0,3,16,0,0,0,2,0,18,0,0,32,42,4,0,13,142,16,15,38,28,0,0,0,37,0,13,60,0,0,5,0,1,0,14089,50,5,0,27,0,0,222,13,34,1,121,2,10,0,0,1,0,45,99,3,0,0,0,0,0,144,3,56,362,16,24,0,0,0,0,0,1,0,4,2,5,0,0,49,0,14,0,0,6,15,0,5,7,6,4,58,0,2,5,0,0,4,0,0,9,0,0,0,1,9,0,73,0,0,0,36,7,0,193,3,0,3,102,0,4,259,0,0,86,0,1,0,7,0,33,4,0,0,38,0,50,0,10,0,0,0,41,2,26,0,0,170,0,40,0,9,0,2,0,3,0,7,0,146,2,0,0
15,2.075480261,0,-0.326301477,8,0,0,11,50,2662,0,0,428,73,9,7,0,86,3,0,15,6,2,0,0,6,2240,2,13,0,34472,0,82,49,0,1982,4078,0,9,0,8,16,52,1,0,15,68,8064,20,128,1,207,0,1,2,22,0,0,0,0,4,7,2,5,0,0,0,7,1129,0,0,39,0,32,0,546,0,441,6,8,1,257,1451,3,155,0,1,2,0,18,0,1977,25,3,79,0,0,0,0,0,9,0,4,1363,9073,141,19,403,24,0,3,0,2,14727,0,192,0,11,3,3,0,455,425,0,6300,0,0,210,5,0,0,12,0,6,9,0,6,0,0,0,2,0,22,0,1,29,4,0,11,73,15,0,11,20,5454,106,0,1,463,15,0,0,5157,0,0,10,82,20,33,32,0,3,1,0,0,22,0,314,0,8565,14,0,0,8,25,0,142,44,1,18,0,0,578,0,472,8042,0,0,0,2,8095,0,0,0,0,331,524,0,0,0,5,0,0,1,0,0,113,32,0,31,20,7
16,0.276495256,1,0.080471703,38,6,14,0,0,0,49,58,52,0,198,0,10,19,2,0,0,174,0,0,7,97,21,0,0,123,44,0,300,0,0,8,0,15,22,0,159,0,27,1,0,29,69,0,9,14,0,0,0,15,0,0,3,150,0,0,871,0,0,0,10,18,12,195,7,21,56,0,0,0,0,0,20,182,0,48,16,0,0,0,6,0,18,0,22,0,0,0,0,0,479,458,87,0,11,6,0,124,0,16,0,0,10,0,39,0,2,14,0,0,18,8,0,18,0,18,0,0,0,72,73,161,0,10,3,0,120,11,0,0,0,39,0,0,8,0,0,0,0,0,38,8,20,175,0,0,0,0,0,401,5,2,2,5,0,15,140,5,0,155,5,2,0,97,0,69,0,48,0,45,0,0,0,12,0,5473,0,130,0,43,75,28,26,0,24,0,2,0,29,0,0,0,0,0,0,0,0,8,58,49,52,0,2,0,9,10,0,0,84,41,0,0,4,200,147,14,0,25
17,1.166796744,0,0.064049218,9,57,1,66,0,0,6,0,0,84,1,0,14,0,3,0,174,0,0,0,0,0,112,0,20,0,530,0,0,2,32,166,0,0,4,3,377,107,11,0,0,0,0,0,0,0,8,0,44,0,0,162,5,23,0,7,16,2,0,47,0,3,30,24,5,45,94,0,3,0,17,28,0,6,0,0,0,0,657,0,5,0,8,6,0,0,0,72,0,0,59,46,0,2,0,53,0,0,8,0,127,0,1,0,0,22,2,0,13,0,36,19,39,2,1,0,0,0,123,0,100,30,0,19,55,2,0,0,0,9,4,3,0,0,0,1213,0,0,2,9,2,0,0,0,30,5,0,0,1,0,0,0,0,0,20,1,1,0,0,1,58,0,0,11,0,0,1,13,0,2,73,2,2,0,0,0,0,44,3,0,0,25,8,22,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,15,0,0,0,0,0,1,0,82,4,0,0,12,0,6,12,0,0,96
18,0.092465312,1,1.428218164,0,0,0,65,710,0,0,2785,0,4,19,99,0,27,0,0,0,0,0,9,9,0,0,201,9,10,17,10,134,94,0,0,34,0,80,0,265,154,9,0,48,0,82,0,0,0,0,0,0,1,1,0,3,0,20,38,0,0,0,0,2,25,0,0,0,3,103,0,25,175,5,2,389,3,0,0,0,4,103,1,108,0,26,6346,6,0,0,0,13,0,0,31,14,267,0,100,2,13,1500,0,0,183,18,2,6,0,0,0,0,0,20,6,6,3,27,335,0,13,0,35,7,4,22,6,68,0,189,1,7,0,5,12,0,12,0,0,0,15,0,2,42,7,0,0,121,77,99,8,0,3,0,0,1,83,0,0,326,37,0,0,0,6,8,10,549,0,3,103,150,0,221,0,0,1327,24,692,0,0,0,47,2,26,0,303,0,0,1,0,0,0,2,0,0,0,0,27,157,0,79,0,0,0,0,0,3,95,317,0,10,0,47,0,3,0,38,0,3,0
19,0.044672989,0,1.113849755,288,74,37,39,107,0,0,0,0,0,0,0,98,0,18,0,788,0,3,2,0,0,15,407,137,0,0,0,0,0,0,0,43,6,0,32,125,1882,0,0,36,0,42,40,12,6,13,5,18,0,0,3024,4,0,29,548,388,0,0,0,2,0,0,0,489,34,65,47,0,8,0,3,0,0,0,54,8,0,363,0,65,5,0,0,13,24,7,0,23,0,0,0,17,0,17,44,8,39,0,0,11,3,22,0,16,0,17,0,180,10,12,0,7,0,26,20,0,7,235,37,0,40,163,0,0,254,0,0,0,0,0,8,0,0,24,213,67,36,0,3,0,12,43,0,93,0,0,0,74,0,3,2,1,175,0,0,153,0,0,11,696,5,0,0,269,67,174,12,0,173,0,16,0,91,28,62,30,0,10,352,0,1,0,0,6,215,0,49,0,0,2,36,3,0,73,0,32,4,0,0,0,31,11,0,0,0,0,10,8,0,16,0,0,0,0,0,3,0
20,0.20914054,0,-0.79231904,7,0,0,0,0,125,5,223,11,3,178,77,155,0,55,24,151,0,0,0,0,23,38,0,0,141,0,20,0,0,53,24,75,1,0,77,81,43,143,0,35,0,0,23,0,0,42,0,53,0,53,46,0,65,4,4,28,0,3,0,12,0,3,0,0,1,22,37,41,0,12,0,0,0,90,0,0,30,34,0,0,1,52,0,12,6,23,25,12,0,125,0,452,0,0,14,0,7,0,0,1,0,6,0,2,245,0,117,0,0,50,13,77,202,28,23,15,0,0,103,0,0,0,16,43,297,114,0,29,0,39,37,25,0,0,0,2,0,0,9,0,0,0,0,86,1,0,22,0,0,10,0,0,14,0,16,12,0,0,12,74,23,0,0,192,56,0,0,0,30,0,0,7,58,0,0,0,0,13,38,2,0,6,69,0,0,0,0,0,0,8,380,0,0,0,0,22,43,8,8,92,0,0,0,0,8,52,19,0,35,4,102,8,48,0,6,29,0
21,0.064921919,0,-0.238263602,0,23,88,277,27,0,14,0,39,0,29,0,0,0,41,0,0,0,5,0,9,164,0,7,0,46,35,0,301,0,0,0,53,89,60,0,13,225,0,0,16,0,0,0,0,82,96,11,2,12,0,0,0,617,5,0,0,106,50,3,0,12,1,0,0,15,216,0,2,0,9,0,158,0,120,0,12,0,0,0,0,0,374,0,380,0,0,11,0,0,0,31,6,0,58,64,2,280,0,0,8,103,0,0,9,92,0,173,0,0,0,11,50,6,0,36,13,0,11,60,52,0,0,12,0,8,19,0,0,0,0,0,0,0,0,0,18,44,0,6,0,73,0,0,0,37,0,26,0,0,5,0,4,0,5,0,9,0,0,0,241,0,0,16,1861,0,0,82,6,290,0,0,0,0,21,0,0,0,191,0,0,50,238,30,0,79,0,0,0,2,4,69,0,55,19,0,0,72,0,1,13,98,0,13,0,0,10,19,403,4,39,0,6,41,881,0,37,0
22,1.90297242,0,0.740334394,1,0,1,0,73,0,41,4,0,0,4,255,0,40,0,6,0,0,90,0,0,6,1099,0,4,0,11507,532,7,0,236,999,3035,0,0,2,44,0,16,0,2000,0,14,360,5,160,3,144,0,23,0,33,8,0,0,0,50,0,0,0,158,3,0,0,53,3,14925,0,0,156,104,235,1607,327,19,125,7,311,0,11,0,18,20,0,27,0,0,924,2,2,0,1017,524,0,0,16415,0,1630,11,0,564,0,40,200,0,0,0,39,4,6651,0,111,4273,0,0,109,0,0,4422,22401,0,0,0,0,0,73,0,16,0,11,0,11,23,0,0,468,0,0,1,0,42,0,0,136,0,9,27,0,0,0,2073,105,33,0,172,0,26,0,1716,0,76,0,26,2,0,14,23,0,0,4,7,13,11,0,0,80,0,0,40,0,0,0,10,51,12,1,35,0,237,0,0,2897,0,433,0,0,0,0,15,0,100,25,0,0,0,0,1,1046,12,0,5,19,59,46,41,7,0,17
23,1.173521635,1,-0.436995435,2,5,3,0,0,0,12,28,0,5,0,292,38,4,5,5,11,3,0,0,0,88,0,0,0,0,0,98,0,29,12,0,273,44,11,12,1144,0,6,4,56,0,0,1768,11,18,0,0,0,0,0,9,0,0,4,8,0,5,0,1,41,4,3,171,34,0,341,0,3,0,18,36,1044,0,0,8,43,259,0,0,0,23,7,0,47,110,0,140,0,402,72,849,38,0,0,23,6,0,18,0,244,0,38,25,39,27,0,18,0,0,9,22,0,0,47,0,44,0,0,0,541,11,15,0,3,0,15,0,0,0,0,0,1,8,2,0,1,3,0,0,0,1,0,2,0,37,2,27,0,7,100,29,8,2,0,20,0,6,124,0,41,0,0,0,0,11,0,12,91,0,0,1,12,0,5,0,0,45,2,0,26,21,2,14,0,8,0,0,0,15,0,2992,10,0,163,0,0,0,3,19,0,1,470,0,0,22,95,333,10,2,0,5,15,13,0,2,1,5
24,0.996025512,1,-1.241832689,0,12,9,0,18,0,0,11,81,105,59,0,0,33,0,0,352,8,0,2,2,0,82,0,15,4,557,41,61,35,0,9,0,0,0,39,0,0,0,0,0,9,0,0,0,0,49,12,1,7,0,20,0,267,36,19,0,10,14,0,15,1,0,0,11,4,296,7,0,0,15,27,0,7,0,18,0,11,31,5,14,16,0,0,107,0,0,0,0,0,3,0,0,12,0,0,0,7,0,0,0,0,1,17,17,0,2,10,0,0,38,16,11,0,22,3,33,27,0,590,812,6,156,0,1,12,19,6,0,0,5,4,0,4,66,278,1,9,0,0,19,0,0,4,0,14,1,0,0,27,0,28,8,11,24,0,38,0,0,146,79,22,0,43,329,42,207,0,0,2,0,9,0,29,0,129,0,22,0,0,11,888,15,5,0,0,4,173,15,16,26,288,0,236,26,6,0,19,45,0,0,0,0,0,0,4,36,34,0,17,2,4,11,0,220,11,0,4
